section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
556,data2d/specimen_3/Specimen_3_556.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=556&type=hd
559,data2d/specimen_3/Specimen_3_559.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=559&type=hd
562,data2d/specimen_3/Specimen_3_562.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=562&type=hd
565,data2d/specimen_3/Specimen_3_565.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=565&type=hd
568,data2d/specimen_3/Specimen_3_568.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=568&type=hd
571,data2d/specimen_3/Specimen_3_571.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=571&type=hd
574,data2d/specimen_3/Specimen_3_574.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=574&type=hd
577,data2d/specimen_3/Specimen_3_577.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=577&type=hd
580,data2d/specimen_3/Specimen_3_580.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_580.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=580
583,data2d/specimen_3/Specimen_3_583.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=583&type=hd
586,data2d/specimen_3/Specimen_3_586.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=586&type=hd
589,data2d/specimen_3/Specimen_3_589.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=589&type=hd
592,data2d/specimen_3/Specimen_3_592.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=592&type=hd
595,data2d/specimen_3/Specimen_3_595.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=595&type=hd
598,data2d/specimen_3/Specimen_3_598.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=598&type=hd
601,data2d/specimen_3/Specimen_3_601.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=601&type=hd
604,data2d/specimen_3/Specimen_3_604.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_604.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=604
613,data2d/specimen_3/Specimen_3_613.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_613.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=613
616,data2d/specimen_3/Specimen_3_616.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=616&type=hd
625,data2d/specimen_3/Specimen_3_625.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_625.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=625
628,data2d/specimen_3/Specimen_3_628.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=628&type=hd
631,data2d/specimen_3/Specimen_3_631.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=631&type=hd
637,data2d/specimen_3/Specimen_3_637.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=637&type=hd
640,data2d/specimen_3/Specimen_3_640.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=640&type=hd
646,data2d/specimen_3/Specimen_3_646.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=646&type=hd
655,data2d/specimen_3/Specimen_3_655.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=655&type=hd
658,data2d/specimen_3/Specimen_3_658.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=658&type=hd
661,data2d/specimen_3/Specimen_3_661.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=661&type=hd
664,data2d/specimen_3/Specimen_3_664.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_664.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=664
667,data2d/specimen_3/Specimen_3_667.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=667&type=hd
670,data2d/specimen_3/Specimen_3_670.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=670&type=hd
673,data2d/specimen_3/Specimen_3_673.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=673&type=hd
676,data2d/specimen_3/Specimen_3_676.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=676&type=hd
679,data2d/specimen_3/Specimen_3_679.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=679&type=hd
682,data2d/specimen_3/Specimen_3_682.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=682&type=hd
685,data2d/specimen_3/Specimen_3_685.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=685&type=hd
688,data2d/specimen_3/Specimen_3_688.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=688&type=hd
691,data2d/specimen_3/Specimen_3_691.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=691&type=hd
694,data2d/specimen_3/Specimen_3_694.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=694&type=hd
697,data2d/specimen_3/Specimen_3_697.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_697.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=697
700,data2d/specimen_3/Specimen_3_700.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=700&type=hd
703,data2d/specimen_3/Specimen_3_703.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=703&type=hd
706,data2d/specimen_3/Specimen_3_706.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=706&type=hd
709,data2d/specimen_3/Specimen_3_709.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=709&type=hd
712,data2d/specimen_3/Specimen_3_712.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=712&type=hd
715,data2d/specimen_3/Specimen_3_715.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=715&type=hd
718,data2d/specimen_3/Specimen_3_718.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=718&type=hd
721,data2d/specimen_3/Specimen_3_721.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_721.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=721
724,data2d/specimen_3/Specimen_3_724.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=724&type=hd
727,data2d/specimen_3/Specimen_3_727.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=727&type=hd
730,data2d/specimen_3/Specimen_3_730.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=730&type=hd
733,data2d/specimen_3/Specimen_3_733.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_733.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=733
736,data2d/specimen_3/Specimen_3_736.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=736&type=hd
739,data2d/specimen_3/Specimen_3_739.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=739&type=hd
742,data2d/specimen_3/Specimen_3_742.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=742&type=hd
745,data2d/specimen_3/Specimen_3_745.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=745&type=hd
748,data2d/specimen_3/Specimen_3_748.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=748&type=hd
751,data2d/specimen_3/Specimen_3_751.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_751.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=751
757,data2d/specimen_3/Specimen_3_757.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=757&type=hd
760,data2d/specimen_3/Specimen_3_760.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=760&type=hd
763,data2d/specimen_3/Specimen_3_763.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=763&type=hd
769,data2d/specimen_3/Specimen_3_769.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=769&type=hd
772,data2d/specimen_3/Specimen_3_772.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=772&type=hd
775,data2d/specimen_3/Specimen_3_775.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=775&type=hd
778,data2d/specimen_3/Specimen_3_778.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_778.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=778
781,data2d/specimen_3/Specimen_3_781.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=781&type=hd
784,data2d/specimen_3/Specimen_3_784.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=784&type=hd
787,data2d/specimen_3/Specimen_3_787.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=787&type=hd
790,data2d/specimen_3/Specimen_3_790.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_790.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=790
793,data2d/specimen_3/Specimen_3_793.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=793&type=hd
796,data2d/specimen_3/Specimen_3_796.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=796&type=hd
799,data2d/specimen_3/Specimen_3_799.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=799&type=hd
802,data2d/specimen_3/Specimen_3_802.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_802.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=802
820,data2d/specimen_3/Specimen_3_820.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=820&type=hd
823,data2d/specimen_3/Specimen_3_823.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=823&type=hd
832,data2d/specimen_3/Specimen_3_832.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=832&type=hd
835,data2d/specimen_3/Specimen_3_835.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_835.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=835
838,data2d/specimen_3/Specimen_3_838.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=838&type=hd
841,data2d/specimen_3/Specimen_3_841.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=841&type=hd
844,data2d/specimen_3/Specimen_3_844.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_844.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=844
847,data2d/specimen_3/Specimen_3_847.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=847&type=hd
850,data2d/specimen_3/Specimen_3_850.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=850&type=hd
853,data2d/specimen_3/Specimen_3_853.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_853.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=853
856,data2d/specimen_3/Specimen_3_856.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=856&type=hd
862,data2d/specimen_3/Specimen_3_862.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=862&type=hd
871,data2d/specimen_3/Specimen_3_871.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=871&type=hd
874,data2d/specimen_3/Specimen_3_874.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_874.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=874
877,data2d/specimen_3/Specimen_3_877.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=877&type=hd
883,data2d/specimen_3/Specimen_3_883.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=883&type=hd
889,data2d/specimen_3/Specimen_3_889.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_889.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=889
892,data2d/specimen_3/Specimen_3_892.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=892&type=hd
895,data2d/specimen_3/Specimen_3_895.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=895&type=hd
910,data2d/specimen_3/Specimen_3_910.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=910&type=hd
922,data2d/specimen_3/Specimen_3_922.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=922&type=hd
928,data2d/specimen_3/Specimen_3_928.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=928&type=hd
934,data2d/specimen_3/Specimen_3_934.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=934&type=hd
937,data2d/specimen_3/Specimen_3_937.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_937.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=937
943,data2d/specimen_3/Specimen_3_943.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_943.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=943
946,data2d/specimen_3/Specimen_3_946.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=946&type=hd
949,data2d/specimen_3/Specimen_3_949.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=949&type=hd
952,data2d/specimen_3/Specimen_3_952.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=952&type=hd
955,data2d/specimen_3/Specimen_3_955.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_955.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=955
958,data2d/specimen_3/Specimen_3_958.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=958&type=hd
961,data2d/specimen_3/Specimen_3_961.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_961.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=961
964,data2d/specimen_3/Specimen_3_964.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=964&type=hd
967,data2d/specimen_3/Specimen_3_967.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=967&type=hd
970,data2d/specimen_3/Specimen_3_970.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=970&type=hd
976,data2d/specimen_3/Specimen_3_976.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=976&type=hd
979,data2d/specimen_3/Specimen_3_979.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=979&type=hd
985,data2d/specimen_3/Specimen_3_985.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_985.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=985
988,data2d/specimen_3/Specimen_3_988.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=988&type=hd
991,data2d/specimen_3/Specimen_3_991.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=991&type=hd
994,data2d/specimen_3/Specimen_3_994.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=994&type=hd
1000,data2d/specimen_3/Specimen_3_1000.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1000.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1000
1009,data2d/specimen_3/Specimen_3_1009.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1009&type=hd
1012,data2d/specimen_3/Specimen_3_1012.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1012&type=hd
1018,data2d/specimen_3/Specimen_3_1018.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1018.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1018
1021,data2d/specimen_3/Specimen_3_1021.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1021&type=hd
1039,data2d/specimen_3/Specimen_3_1039.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1039.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1039
1051,data2d/specimen_3/Specimen_3_1051.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1051&type=hd
1054,data2d/specimen_3/Specimen_3_1054.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1054.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1054
1069,data2d/specimen_3/Specimen_3_1069.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1069&type=hd
1072,data2d/specimen_3/Specimen_3_1072.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1072&type=hd
1075,data2d/specimen_3/Specimen_3_1075.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1075&type=hd
1078,data2d/specimen_3/Specimen_3_1078.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1078&type=hd
1081,data2d/specimen_3/Specimen_3_1081.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1081&type=hd
1084,data2d/specimen_3/Specimen_3_1084.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1084&type=hd
1087,data2d/specimen_3/Specimen_3_1087.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1087&type=hd
1111,data2d/specimen_3/Specimen_3_1111.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1111&type=hd
1114,data2d/specimen_3/Specimen_3_1114.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1114&type=hd
1120,data2d/specimen_3/Specimen_3_1120.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1120&type=hd
1126,data2d/specimen_3/Specimen_3_1126.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1126&type=hd
1129,data2d/specimen_3/Specimen_3_1129.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1129&type=hd
1141,data2d/specimen_3/Specimen_3_1141.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1141&type=hd
1144,data2d/specimen_3/Specimen_3_1144.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1144&type=hd
1147,data2d/specimen_3/Specimen_3_1147.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1147&type=hd
1153,data2d/specimen_3/Specimen_3_1153.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1153&type=hd
1156,data2d/specimen_3/Specimen_3_1156.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1156&type=hd
1168,data2d/specimen_3/Specimen_3_1168.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1168&type=hd
1174,data2d/specimen_3/Specimen_3_1174.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1174&type=hd
1180,data2d/specimen_3/Specimen_3_1180.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1180&type=hd
1189,data2d/specimen_3/Specimen_3_1189.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1189&type=hd
1192,data2d/specimen_3/Specimen_3_1192.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1192.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1192
1195,data2d/specimen_3/Specimen_3_1195.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1195&type=hd
1198,data2d/specimen_3/Specimen_3_1198.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1198&type=hd
1204,data2d/specimen_3/Specimen_3_1204.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1204&type=hd
1207,data2d/specimen_3/Specimen_3_1207.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1207&type=hd
1210,data2d/specimen_3/Specimen_3_1210.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1210&type=hd
