section_number, image_url, image_format, image_resolution_mpp, image_width, image_height, atlas_url, atlas_format, viewer_url
1213,data2d/specimen_3/Specimen_3_1213.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1213&type=hd
1216,data2d/specimen_3/Specimen_3_1216.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1216&type=hd
1222,data2d/specimen_3/Specimen_3_1222.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1222&type=hd
1225,data2d/specimen_3/Specimen_3_1225.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1225&type=hd
1231,data2d/specimen_3/Specimen_3_1231.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1231&type=hd
1234,data2d/specimen_3/Specimen_3_1234.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1234&type=hd
1237,data2d/specimen_3/Specimen_3_1237.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1237&type=hd
1240,data2d/specimen_3/Specimen_3_1240.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1240&type=hd
1243,data2d/specimen_3/Specimen_3_1243.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1243&type=hd
1246,data2d/specimen_3/Specimen_3_1246.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1246.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1246
1249,data2d/specimen_3/Specimen_3_1249.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1249&type=hd
1252,data2d/specimen_3/Specimen_3_1252.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1252&type=hd
1255,data2d/specimen_3/Specimen_3_1255.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1255&type=hd
1258,data2d/specimen_3/Specimen_3_1258.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1258&type=hd
1261,data2d/specimen_3/Specimen_3_1261.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1261&type=hd
1264,data2d/specimen_3/Specimen_3_1264.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1264&type=hd
1267,data2d/specimen_3/Specimen_3_1267.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1267&type=hd
1270,data2d/specimen_3/Specimen_3_1270.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1270.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1270
1294,data2d/specimen_3/Specimen_3_1294.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1294&type=hd
1297,data2d/specimen_3/Specimen_3_1297.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1297&type=hd
1303,data2d/specimen_3/Specimen_3_1303.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1303&type=hd
1306,data2d/specimen_3/Specimen_3_1306.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1306&type=hd
1309,data2d/specimen_3/Specimen_3_1309.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1309&type=hd
1312,data2d/specimen_3/Specimen_3_1312.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1312&type=hd
1315,data2d/specimen_3/Specimen_3_1315.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1315&type=hd
1318,data2d/specimen_3/Specimen_3_1318.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1318.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1318
1321,data2d/specimen_3/Specimen_3_1321.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1321&type=hd
1324,data2d/specimen_3/Specimen_3_1324.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1324&type=hd
1330,data2d/specimen_3/Specimen_3_1330.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1330&type=hd
1333,data2d/specimen_3/Specimen_3_1333.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1333&type=hd
1336,data2d/specimen_3/Specimen_3_1336.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1336&type=hd
1342,data2d/specimen_3/Specimen_3_1342.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1342&type=hd
1345,data2d/specimen_3/Specimen_3_1345.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1345.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1345
1348,data2d/specimen_3/Specimen_3_1348.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1348&type=hd
1351,data2d/specimen_3/Specimen_3_1351.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1351&type=hd
1354,data2d/specimen_3/Specimen_3_1354.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1354&type=hd
1357,data2d/specimen_3/Specimen_3_1357.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1357&type=hd
1360,data2d/specimen_3/Specimen_3_1360.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1360&type=hd
1363,data2d/specimen_3/Specimen_3_1363.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1363&type=hd
1366,data2d/specimen_3/Specimen_3_1366.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1366&type=hd
1369,data2d/specimen_3/Specimen_3_1369.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1369&type=hd
1372,data2d/specimen_3/Specimen_3_1372.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1372&type=hd
1375,data2d/specimen_3/Specimen_3_1375.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1375&type=hd
1378,data2d/specimen_3/Specimen_3_1378.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1378&type=hd
1384,data2d/specimen_3/Specimen_3_1384.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1384.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1384
1387,data2d/specimen_3/Specimen_3_1387.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1387&type=hd
1390,data2d/specimen_3/Specimen_3_1390.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1390&type=hd
1396,data2d/specimen_3/Specimen_3_1396.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1396&type=hd
1399,data2d/specimen_3/Specimen_3_1399.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1399&type=hd
1402,data2d/specimen_3/Specimen_3_1402.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1402&type=hd
1405,data2d/specimen_3/Specimen_3_1405.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1405&type=hd
1408,data2d/specimen_3/Specimen_3_1408.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1408.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1408
1432,data2d/specimen_3/Specimen_3_1432.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1432.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1432
1435,data2d/specimen_3/Specimen_3_1435.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1435&type=hd
1438,data2d/specimen_3/Specimen_3_1438.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1438&type=hd
1444,data2d/specimen_3/Specimen_3_1444.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1444.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1444
1450,data2d/specimen_3/Specimen_3_1450.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1450&type=hd
1453,data2d/specimen_3/Specimen_3_1453.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1453&type=hd
1456,data2d/specimen_3/Specimen_3_1456.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1456&type=hd
1459,data2d/specimen_3/Specimen_3_1459.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1459.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1459
1462,data2d/specimen_3/Specimen_3_1462.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1462&type=hd
1465,data2d/specimen_3/Specimen_3_1465.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1465&type=hd
1468,data2d/specimen_3/Specimen_3_1468.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1468&type=hd
1471,data2d/specimen_3/Specimen_3_1471.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1471&type=hd
1477,data2d/specimen_3/Specimen_3_1477.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1477&type=hd
1480,data2d/specimen_3/Specimen_3_1480.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1480&type=hd
1483,data2d/specimen_3/Specimen_3_1483.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1483&type=hd
1486,data2d/specimen_3/Specimen_3_1486.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1486&type=hd
1489,data2d/specimen_3/Specimen_3_1489.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1489&type=hd
1492,data2d/specimen_3/Specimen_3_1492.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1492&type=hd
1495,data2d/specimen_3/Specimen_3_1495.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1495&type=hd
1498,data2d/specimen_3/Specimen_3_1498.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1498&type=hd
1501,data2d/specimen_3/Specimen_3_1501.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1501&type=hd
1504,data2d/specimen_3/Specimen_3_1504.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1504&type=hd
1507,data2d/specimen_3/Specimen_3_1507.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1507&type=hd
1510,data2d/specimen_3/Specimen_3_1510.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1510.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1510
1513,data2d/specimen_3/Specimen_3_1513.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1513&type=hd
1516,data2d/specimen_3/Specimen_3_1516.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1516&type=hd
1519,data2d/specimen_3/Specimen_3_1519.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1519&type=hd
1522,data2d/specimen_3/Specimen_3_1522.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1522&type=hd
1525,data2d/specimen_3/Specimen_3_1525.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1525&type=hd
1528,data2d/specimen_3/Specimen_3_1528.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1528.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1528
1531,data2d/specimen_3/Specimen_3_1531.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1531&type=hd
1534,data2d/specimen_3/Specimen_3_1534.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1534&type=hd
1537,data2d/specimen_3/Specimen_3_1537.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1537.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1537
1540,data2d/specimen_3/Specimen_3_1540.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1540&type=hd
1546,data2d/specimen_3/Specimen_3_1546.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1546.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1546
1549,data2d/specimen_3/Specimen_3_1549.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1549&type=hd
1552,data2d/specimen_3/Specimen_3_1552.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1552&type=hd
1555,data2d/specimen_3/Specimen_3_1555.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1555&type=hd
1561,data2d/specimen_3/Specimen_3_1561.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1561&type=hd
1564,data2d/specimen_3/Specimen_3_1564.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1564.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1564
1567,data2d/specimen_3/Specimen_3_1567.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1567&type=hd
1570,data2d/specimen_3/Specimen_3_1570.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1570&type=hd
1573,data2d/specimen_3/Specimen_3_1573.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1573&type=hd
1576,data2d/specimen_3/Specimen_3_1576.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1576&type=hd
1579,data2d/specimen_3/Specimen_3_1579.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1579.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1579
1582,data2d/specimen_3/Specimen_3_1582.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1582&type=hd
1585,data2d/specimen_3/Specimen_3_1585.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1585.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1585
1588,data2d/specimen_3/Specimen_3_1588.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1588&type=hd
1591,data2d/specimen_3/Specimen_3_1591.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1591&type=hd
1594,data2d/specimen_3/Specimen_3_1594.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1594&type=hd
1600,data2d/specimen_3/Specimen_3_1600.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1600&type=hd
1604,data2d/specimen_3/Specimen_3_1604.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1604&type=hd
1606,data2d/specimen_3/Specimen_3_1606.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1606&type=hd
1609,data2d/specimen_3/Specimen_3_1609.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1609&type=hd
1612,data2d/specimen_3/Specimen_3_1612.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1612&type=hd
1615,data2d/specimen_3/Specimen_3_1615.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1615&type=hd
1624,data2d/specimen_3/Specimen_3_1624.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1624.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1624
1627,data2d/specimen_3/Specimen_3_1627.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1627&type=hd
1630,data2d/specimen_3/Specimen_3_1630.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1630&type=hd
1636,data2d/specimen_3/Specimen_3_1636.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1636&type=hd
1648,data2d/specimen_3/Specimen_3_1648.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1648&type=hd
1651,data2d/specimen_3/Specimen_3_1651.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1651.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1651
1654,data2d/specimen_3/Specimen_3_1654.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1654&type=hd
1657,data2d/specimen_3/Specimen_3_1657.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1657&type=hd
1660,data2d/specimen_3/Specimen_3_1660.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1660.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1660
1663,data2d/specimen_3/Specimen_3_1663.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1663&type=hd
1669,data2d/specimen_3/Specimen_3_1669.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1669&type=hd
1672,data2d/specimen_3/Specimen_3_1672.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1672.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1672
1675,data2d/specimen_3/Specimen_3_1675.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1675&type=hd
1678,data2d/specimen_3/Specimen_3_1678.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1678&type=hd
1681,data2d/specimen_3/Specimen_3_1681.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1681&type=hd
1687,data2d/specimen_3/Specimen_3_1687.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1687&type=hd
1690,data2d/specimen_3/Specimen_3_1690.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1690&type=hd
1693,data2d/specimen_3/Specimen_3_1693.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1693&type=hd
1696,data2d/specimen_3/Specimen_3_1696.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1696&type=hd
1699,data2d/specimen_3/Specimen_3_1699.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1699&type=hd
1705,data2d/specimen_3/Specimen_3_1705.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1705&type=hd
1708,data2d/specimen_3/Specimen_3_1708.tif,tif,1,80000,80000,https://dharani-fetal-brain-atlas.s3.us-west-2.amazonaws.com/data2d/specimen_3/Specimen_3_1708.json,geojson,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1708
1711,data2d/specimen_3/Specimen_3_1711.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1711&type=hd
1714,data2d/specimen_3/Specimen_3_1714.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1714&type=hd
1717,data2d/specimen_3/Specimen_3_1717.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1717&type=hd
1720,data2d/specimen_3/Specimen_3_1720.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1720&type=hd
1723,data2d/specimen_3/Specimen_3_1723.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1723&type=hd
1726,data2d/specimen_3/Specimen_3_1726.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1726&type=hd
1729,data2d/specimen_3/Specimen_3_1729.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1729&type=hd
1732,data2d/specimen_3/Specimen_3_1732.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1732&type=hd
1735,data2d/specimen_3/Specimen_3_1735.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1735&type=hd
1738,data2d/specimen_3/Specimen_3_1738.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1738&type=hd
1741,data2d/specimen_3/Specimen_3_1741.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1741&type=hd
1744,data2d/specimen_3/Specimen_3_1744.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1744&type=hd
1747,data2d/specimen_3/Specimen_3_1747.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1747&type=hd
1750,data2d/specimen_3/Specimen_3_1750.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1750&type=hd
1753,data2d/specimen_3/Specimen_3_1753.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1753&type=hd
1756,data2d/specimen_3/Specimen_3_1756.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1756&type=hd
1759,data2d/specimen_3/Specimen_3_1759.tif,tif,4,20000,20000,,,https://brainportal.humanbrain.in/code/2dviewer/annotation/public?data=2&region=-1&section=1759&type=hd
