section_number, image_url, image_format, image_width, image_height, atlas_url, atlas_format, viewer_url
613,http://api.brain-map.org/api/v2/atlas_image_download/101892550?downsample=0&annotation=false&atlas=3,jpg,21536,37040,http://api.brain-map.org/api/v2/svg/101892550?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892550&zoom=-5
638,http://api.brain-map.org/api/v2/atlas_image_download/101892536?downsample=0&annotation=false&atlas=3,jpg,20528,37040,http://api.brain-map.org/api/v2/svg/101892536?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892536&zoom=-5
663,http://api.brain-map.org/api/v2/atlas_image_download/101892522?downsample=0&annotation=false&atlas=3,jpg,21872,37088,http://api.brain-map.org/api/v2/svg/101892522?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892522&zoom=-5
664,http://api.brain-map.org/api/v2/atlas_image_download/101892549?downsample=0&annotation=false&atlas=3,jpg,19216,28272,http://api.brain-map.org/api/v2/svg/101892549?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892549&zoom=-5
689,http://api.brain-map.org/api/v2/atlas_image_download/101892535?downsample=0&annotation=false&atlas=3,jpg,20352,29248,http://api.brain-map.org/api/v2/svg/101892535?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892535&zoom=-5
715,http://api.brain-map.org/api/v2/atlas_image_download/101892639?downsample=0&annotation=false&atlas=3,jpg,23344,40896,http://api.brain-map.org/api/v2/svg/101892639?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892639&zoom=-5
740,http://api.brain-map.org/api/v2/atlas_image_download/101892622?downsample=0&annotation=false&atlas=3,jpg,29728,47712,http://api.brain-map.org/api/v2/svg/101892622?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892622&zoom=-5
765,http://api.brain-map.org/api/v2/atlas_image_download/101892606?downsample=0&annotation=false&atlas=3,jpg,27072,46736,http://api.brain-map.org/api/v2/svg/101892606?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892606&zoom=-5
766,http://api.brain-map.org/api/v2/atlas_image_download/101892638?downsample=0&annotation=false&atlas=3,jpg,26064,42848,http://api.brain-map.org/api/v2/svg/101892638?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892638&zoom=-5
791,http://api.brain-map.org/api/v2/atlas_image_download/101892621?downsample=0&annotation=false&atlas=3,jpg,29728,47712,http://api.brain-map.org/api/v2/svg/101892621?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892621&zoom=-5
816,http://api.brain-map.org/api/v2/atlas_image_download/101892605?downsample=0&annotation=false&atlas=3,jpg,27200,46736,http://api.brain-map.org/api/v2/svg/101892605?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892605&zoom=-5
817,http://api.brain-map.org/api/v2/atlas_image_download/101892637?downsample=0&annotation=false&atlas=3,jpg,22832,42848,http://api.brain-map.org/api/v2/svg/101892637?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892637&zoom=-5
842,http://api.brain-map.org/api/v2/atlas_image_download/101892620?downsample=0&annotation=false&atlas=3,jpg,27888,46736,http://api.brain-map.org/api/v2/svg/101892620?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892620&zoom=-5
867,http://api.brain-map.org/api/v2/atlas_image_download/101892604?downsample=0&annotation=false&atlas=3,jpg,26064,44800,http://api.brain-map.org/api/v2/svg/101892604?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892604&zoom=-5
868,http://api.brain-map.org/api/v2/atlas_image_download/101892636?downsample=0&annotation=false&atlas=3,jpg,23216,43824,http://api.brain-map.org/api/v2/svg/101892636?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892636&zoom=-5
893,http://api.brain-map.org/api/v2/atlas_image_download/101892619?downsample=0&annotation=false&atlas=3,jpg,27952,51616,http://api.brain-map.org/api/v2/svg/101892619?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892619&zoom=-5
918,http://api.brain-map.org/api/v2/atlas_image_download/101892603?downsample=0&annotation=false&atlas=3,jpg,26688,52592,http://api.brain-map.org/api/v2/svg/101892603?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892603&zoom=-5
919,http://api.brain-map.org/api/v2/atlas_image_download/101892635?downsample=0&annotation=false&atlas=3,jpg,22336,43824,http://api.brain-map.org/api/v2/svg/101892635?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892635&zoom=-5
944,http://api.brain-map.org/api/v2/atlas_image_download/101892618?downsample=0&annotation=false&atlas=3,jpg,30096,47712,http://api.brain-map.org/api/v2/svg/101892618?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892618&zoom=-5
969,http://api.brain-map.org/api/v2/atlas_image_download/101892602?downsample=0&annotation=false&atlas=3,jpg,24544,46736,http://api.brain-map.org/api/v2/svg/101892602?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892602&zoom=-5
970,http://api.brain-map.org/api/v2/atlas_image_download/101892634?downsample=0&annotation=false&atlas=3,jpg,21696,44800,http://api.brain-map.org/api/v2/svg/101892634?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892634&zoom=-5
995,http://api.brain-map.org/api/v2/atlas_image_download/101892617?downsample=0&annotation=false&atlas=3,jpg,26496,48688,http://api.brain-map.org/api/v2/svg/101892617?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892617&zoom=-5
1020,http://api.brain-map.org/api/v2/atlas_image_download/101892601?downsample=0&annotation=false&atlas=3,jpg,26816,48688,http://api.brain-map.org/api/v2/svg/101892601?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892601&zoom=-5
1021,http://api.brain-map.org/api/v2/atlas_image_download/101892633?downsample=0&annotation=false&atlas=3,jpg,22272,40896,http://api.brain-map.org/api/v2/svg/101892633?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892633&zoom=-5
1046,http://api.brain-map.org/api/v2/atlas_image_download/101892616?downsample=0&annotation=false&atlas=3,jpg,30096,50640,http://api.brain-map.org/api/v2/svg/101892616?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892616&zoom=-5
1071,http://api.brain-map.org/api/v2/atlas_image_download/101892600?downsample=0&annotation=false&atlas=3,jpg,30800,50640,http://api.brain-map.org/api/v2/svg/101892600?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892600&zoom=-5
1072,http://api.brain-map.org/api/v2/atlas_image_download/101892632?downsample=0&annotation=false&atlas=3,jpg,23728,48688,http://api.brain-map.org/api/v2/svg/101892632?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892632&zoom=-5
1097,http://api.brain-map.org/api/v2/atlas_image_download/101892615?downsample=0&annotation=false&atlas=3,jpg,30800,50640,http://api.brain-map.org/api/v2/svg/101892615?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892615&zoom=-5
1122,http://api.brain-map.org/api/v2/atlas_image_download/101892599?downsample=0&annotation=false&atlas=3,jpg,29856,49664,http://api.brain-map.org/api/v2/svg/101892599?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892599&zoom=-5
1123,http://api.brain-map.org/api/v2/atlas_image_download/101892631?downsample=0&annotation=false&atlas=3,jpg,24864,48688,http://api.brain-map.org/api/v2/svg/101892631?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892631&zoom=-5
1148,http://api.brain-map.org/api/v2/atlas_image_download/101892614?downsample=0&annotation=false&atlas=3,jpg,29536,51616,http://api.brain-map.org/api/v2/svg/101892614?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892614&zoom=-5
1173,http://api.brain-map.org/api/v2/atlas_image_download/101892598?downsample=0&annotation=false&atlas=3,jpg,28720,47712,http://api.brain-map.org/api/v2/svg/101892598?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892598&zoom=-5
1174,http://api.brain-map.org/api/v2/atlas_image_download/101892630?downsample=0&annotation=false&atlas=3,jpg,24160,48688,http://api.brain-map.org/api/v2/svg/101892630?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892630&zoom=-5
1199,http://api.brain-map.org/api/v2/atlas_image_download/101892613?downsample=0&annotation=false&atlas=3,jpg,28400,52592,http://api.brain-map.org/api/v2/svg/101892613?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892613&zoom=-5
1224,http://api.brain-map.org/api/v2/atlas_image_download/101892597?downsample=0&annotation=false&atlas=3,jpg,27696,51616,http://api.brain-map.org/api/v2/svg/101892597?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892597&zoom=-5
1225,http://api.brain-map.org/api/v2/atlas_image_download/101892629?downsample=0&annotation=false&atlas=3,jpg,24352,50640,http://api.brain-map.org/api/v2/svg/101892629?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892629&zoom=-5
1250,http://api.brain-map.org/api/v2/atlas_image_download/101892612?downsample=0&annotation=false&atlas=3,jpg,26560,51616,http://api.brain-map.org/api/v2/svg/101892612?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892612&zoom=-5
1275,http://api.brain-map.org/api/v2/atlas_image_download/101892596?downsample=0&annotation=false&atlas=3,jpg,29024,51616,http://api.brain-map.org/api/v2/svg/101892596?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892596&zoom=-5
1276,http://api.brain-map.org/api/v2/atlas_image_download/101892628?downsample=0&annotation=false&atlas=3,jpg,23840,50640,http://api.brain-map.org/api/v2/svg/101892628?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892628&zoom=-5
1301,http://api.brain-map.org/api/v2/atlas_image_download/101892611?downsample=0&annotation=false&atlas=3,jpg,28272,52592,http://api.brain-map.org/api/v2/svg/101892611?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892611&zoom=-5
1326,http://api.brain-map.org/api/v2/atlas_image_download/101892595?downsample=0&annotation=false&atlas=3,jpg,28832,52592,http://api.brain-map.org/api/v2/svg/101892595?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892595&zoom=-5
1327,http://api.brain-map.org/api/v2/atlas_image_download/101892627?downsample=0&annotation=false&atlas=3,jpg,22464,45776,http://api.brain-map.org/api/v2/svg/101892627?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892627&zoom=-5
1352,http://api.brain-map.org/api/v2/atlas_image_download/101892610?downsample=0&annotation=false&atlas=3,jpg,29280,53568,http://api.brain-map.org/api/v2/svg/101892610?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892610&zoom=-5
1377,http://api.brain-map.org/api/v2/atlas_image_download/101892594?downsample=0&annotation=false&atlas=3,jpg,28272,52592,http://api.brain-map.org/api/v2/svg/101892594?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892594&zoom=-5
1378,http://api.brain-map.org/api/v2/atlas_image_download/101892626?downsample=0&annotation=false&atlas=3,jpg,23728,46736,http://api.brain-map.org/api/v2/svg/101892626?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892626&zoom=-5
1403,http://api.brain-map.org/api/v2/atlas_image_download/101892609?downsample=0&annotation=false&atlas=3,jpg,31360,54528,http://api.brain-map.org/api/v2/svg/101892609?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892609&zoom=-5
1428,http://api.brain-map.org/api/v2/atlas_image_download/101892593?downsample=0&annotation=false&atlas=3,jpg,28832,53568,http://api.brain-map.org/api/v2/svg/101892593?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892593&zoom=-5
1429,http://api.brain-map.org/api/v2/atlas_image_download/101892625?downsample=0&annotation=false&atlas=3,jpg,23664,49664,http://api.brain-map.org/api/v2/svg/101892625?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892625&zoom=-5
1454,http://api.brain-map.org/api/v2/atlas_image_download/101892608?downsample=0&annotation=false&atlas=3,jpg,31296,54528,http://api.brain-map.org/api/v2/svg/101892608?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892608&zoom=-5
1479,http://api.brain-map.org/api/v2/atlas_image_download/101892592?downsample=0&annotation=false&atlas=3,jpg,31104,53568,http://api.brain-map.org/api/v2/svg/101892592?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892592&zoom=-5
1480,http://api.brain-map.org/api/v2/atlas_image_download/101892624?downsample=0&annotation=false&atlas=3,jpg,33440,50704,http://api.brain-map.org/api/v2/svg/101892624?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892624&zoom=-5
1505,http://api.brain-map.org/api/v2/atlas_image_download/101892607?downsample=0&annotation=false&atlas=3,jpg,31168,54528,http://api.brain-map.org/api/v2/svg/101892607?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892607&zoom=-5
1530,http://api.brain-map.org/api/v2/atlas_image_download/101892591?downsample=0&annotation=false&atlas=3,jpg,31184,49664,http://api.brain-map.org/api/v2/svg/101892591?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892591&zoom=-5
1531,http://api.brain-map.org/api/v2/atlas_image_download/101892623?downsample=0&annotation=false&atlas=3,jpg,38064,49664,http://api.brain-map.org/api/v2/svg/101892623?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101892623&zoom=-5
1576,http://api.brain-map.org/api/v2/atlas_image_download/101896595?downsample=0&annotation=false&atlas=3,jpg,23904,51616,http://api.brain-map.org/api/v2/svg/101896595?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896595&zoom=-5
1601,http://api.brain-map.org/api/v2/atlas_image_download/101896581?downsample=0&annotation=false&atlas=3,jpg,24928,49664,http://api.brain-map.org/api/v2/svg/101896581?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896581&zoom=-5
1602,http://api.brain-map.org/api/v2/atlas_image_download/101896567?downsample=0&annotation=false&atlas=3,jpg,24032,49664,http://api.brain-map.org/api/v2/svg/101896567?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896567&zoom=-5
1627,http://api.brain-map.org/api/v2/atlas_image_download/101896594?downsample=0&annotation=false&atlas=3,jpg,26000,48688,http://api.brain-map.org/api/v2/svg/101896594?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896594&zoom=-5
1652,http://api.brain-map.org/api/v2/atlas_image_download/101896580?downsample=0&annotation=false&atlas=3,jpg,23344,47712,http://api.brain-map.org/api/v2/svg/101896580?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896580&zoom=-5
1653,http://api.brain-map.org/api/v2/atlas_image_download/101896566?downsample=0&annotation=false&atlas=3,jpg,22832,48688,http://api.brain-map.org/api/v2/svg/101896566?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896566&zoom=-5
1678,http://api.brain-map.org/api/v2/atlas_image_download/101896593?downsample=0&annotation=false&atlas=3,jpg,22768,48688,http://api.brain-map.org/api/v2/svg/101896593?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896593&zoom=-5
1703,http://api.brain-map.org/api/v2/atlas_image_download/101896579?downsample=0&annotation=false&atlas=3,jpg,25056,52384,http://api.brain-map.org/api/v2/svg/101896579?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896579&zoom=-5
1704,http://api.brain-map.org/api/v2/atlas_image_download/101896565?downsample=0&annotation=false&atlas=3,jpg,26880,48688,http://api.brain-map.org/api/v2/svg/101896565?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=3&plate=101896565&zoom=-5
