section_number, image_url, image_format, image_width, image_height, atlas_url, atlas_format, viewer_url
379,http://api.brain-map.org/api/v2/atlas_image_download/102182820?downsample=0&annotation=false&atlas=287730656,jpg,12112,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
391,http://api.brain-map.org/api/v2/atlas_image_download/102182817?downsample=0&annotation=false&atlas=287730656,jpg,11024,45856,http://api.brain-map.org/api/v2/svg/102182817?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
405,http://api.brain-map.org/api/v2/atlas_image_download/102182814?downsample=0&annotation=false&atlas=287730656,jpg,11920,47808,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
417,http://api.brain-map.org/api/v2/atlas_image_download/102182824?downsample=0&annotation=false&atlas=287730656,jpg,14448,45856,http://api.brain-map.org/api/v2/svg/102182824?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
431,http://api.brain-map.org/api/v2/atlas_image_download/102182821?downsample=0&annotation=false&atlas=287730656,jpg,12112,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
443,http://api.brain-map.org/api/v2/atlas_image_download/102182818?downsample=0&annotation=false&atlas=287730656,jpg,11024,45856,http://api.brain-map.org/api/v2/svg/102182818?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
457,http://api.brain-map.org/api/v2/atlas_image_download/102182815?downsample=0&annotation=false&atlas=287730656,jpg,11920,47808,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
469,http://api.brain-map.org/api/v2/atlas_image_download/102182825?downsample=0&annotation=false&atlas=287730656,jpg,14448,45856,http://api.brain-map.org/api/v2/svg/102182825?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
483,http://api.brain-map.org/api/v2/atlas_image_download/102182822?downsample=0&annotation=false&atlas=287730656,jpg,12112,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
495,http://api.brain-map.org/api/v2/atlas_image_download/102182819?downsample=0&annotation=false&atlas=287730656,jpg,11024,45856,http://api.brain-map.org/api/v2/svg/102182819?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
509,http://api.brain-map.org/api/v2/atlas_image_download/102182816?downsample=0&annotation=false&atlas=287730656,jpg,11920,47808,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
521,http://api.brain-map.org/api/v2/atlas_image_download/102182811?downsample=0&annotation=false&atlas=287730656,jpg,11600,44880,http://api.brain-map.org/api/v2/svg/102182811?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
535,http://api.brain-map.org/api/v2/atlas_image_download/102182808?downsample=0&annotation=false&atlas=287730656,jpg,10768,45856,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
547,http://api.brain-map.org/api/v2/atlas_image_download/102182805?downsample=0&annotation=false&atlas=287730656,jpg,10192,43904,http://api.brain-map.org/api/v2/svg/102182805?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
561,http://api.brain-map.org/api/v2/atlas_image_download/102182802?downsample=0&annotation=false&atlas=287730656,jpg,11024,43904,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
573,http://api.brain-map.org/api/v2/atlas_image_download/102182812?downsample=0&annotation=false&atlas=287730656,jpg,11600,44880,http://api.brain-map.org/api/v2/svg/102182812?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
587,http://api.brain-map.org/api/v2/atlas_image_download/102182809?downsample=0&annotation=false&atlas=287730656,jpg,10768,45856,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
599,http://api.brain-map.org/api/v2/atlas_image_download/102182806?downsample=0&annotation=false&atlas=287730656,jpg,10192,43904,http://api.brain-map.org/api/v2/svg/102182806?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
613,http://api.brain-map.org/api/v2/atlas_image_download/102182803?downsample=0&annotation=false&atlas=287730656,jpg,11024,43904,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
625,http://api.brain-map.org/api/v2/atlas_image_download/102182813?downsample=0&annotation=false&atlas=287730656,jpg,11600,44880,http://api.brain-map.org/api/v2/svg/102182813?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
639,http://api.brain-map.org/api/v2/atlas_image_download/102182810?downsample=0&annotation=false&atlas=287730656,jpg,10768,45856,http://api.brain-map.org/api/v2/svg/102182810?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
651,http://api.brain-map.org/api/v2/atlas_image_download/102182807?downsample=0&annotation=false&atlas=287730656,jpg,10192,43904,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
665,http://api.brain-map.org/api/v2/atlas_image_download/102182804?downsample=0&annotation=false&atlas=287730656,jpg,11024,43904,http://api.brain-map.org/api/v2/svg/102182804?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
677,http://api.brain-map.org/api/v2/atlas_image_download/102182799?downsample=0&annotation=false&atlas=287730656,jpg,11744,39024,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
691,http://api.brain-map.org/api/v2/atlas_image_download/102182796?downsample=0&annotation=false&atlas=287730656,jpg,11072,42928,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
703,http://api.brain-map.org/api/v2/atlas_image_download/102182793?downsample=0&annotation=false&atlas=287730656,jpg,12240,44880,http://api.brain-map.org/api/v2/svg/102182793?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
717,http://api.brain-map.org/api/v2/atlas_image_download/102182790?downsample=0&annotation=false&atlas=287730656,jpg,10320,41952,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
743,http://api.brain-map.org/api/v2/atlas_image_download/102182797?downsample=0&annotation=false&atlas=287730656,jpg,11072,42928,http://api.brain-map.org/api/v2/svg/102182797?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
755,http://api.brain-map.org/api/v2/atlas_image_download/102182794?downsample=0&annotation=false&atlas=287730656,jpg,12240,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
769,http://api.brain-map.org/api/v2/atlas_image_download/102182791?downsample=0&annotation=false&atlas=287730656,jpg,10320,41952,http://api.brain-map.org/api/v2/svg/102182791?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
781,http://api.brain-map.org/api/v2/atlas_image_download/102182801?downsample=0&annotation=false&atlas=287730656,jpg,11744,39024,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
795,http://api.brain-map.org/api/v2/atlas_image_download/102182798?downsample=0&annotation=false&atlas=287730656,jpg,11072,42928,http://api.brain-map.org/api/v2/svg/102182798?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
807,http://api.brain-map.org/api/v2/atlas_image_download/102182795?downsample=0&annotation=false&atlas=287730656,jpg,12240,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
821,http://api.brain-map.org/api/v2/atlas_image_download/102182792?downsample=0&annotation=false&atlas=287730656,jpg,10320,41952,http://api.brain-map.org/api/v2/svg/102182792?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
833,http://api.brain-map.org/api/v2/atlas_image_download/102182787?downsample=0&annotation=false&atlas=287730656,jpg,11280,47808,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
847,http://api.brain-map.org/api/v2/atlas_image_download/102182784?downsample=0&annotation=false&atlas=287730656,jpg,9808,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
859,http://api.brain-map.org/api/v2/atlas_image_download/102182781?downsample=0&annotation=false&atlas=287730656,jpg,9424,45856,http://api.brain-map.org/api/v2/svg/102182781?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
873,http://api.brain-map.org/api/v2/atlas_image_download/102182778?downsample=0&annotation=false&atlas=287730656,jpg,9552,42928,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
885,http://api.brain-map.org/api/v2/atlas_image_download/102182788?downsample=0&annotation=false&atlas=287730656,jpg,11280,47808,http://api.brain-map.org/api/v2/svg/102182788?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
899,http://api.brain-map.org/api/v2/atlas_image_download/102182785?downsample=0&annotation=false&atlas=287730656,jpg,9808,44880,http://api.brain-map.org/api/v2/svg/102182785?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
911,http://api.brain-map.org/api/v2/atlas_image_download/102182782?downsample=0&annotation=false&atlas=287730656,jpg,9424,45856,http://api.brain-map.org/api/v2/svg/102182782?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
925,http://api.brain-map.org/api/v2/atlas_image_download/102182779?downsample=0&annotation=false&atlas=287730656,jpg,9552,42928,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
937,http://api.brain-map.org/api/v2/atlas_image_download/102182789?downsample=0&annotation=false&atlas=287730656,jpg,11280,47808,http://api.brain-map.org/api/v2/svg/102182789?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
951,http://api.brain-map.org/api/v2/atlas_image_download/102182786?downsample=0&annotation=false&atlas=287730656,jpg,9808,44880,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
963,http://api.brain-map.org/api/v2/atlas_image_download/102182783?downsample=0&annotation=false&atlas=287730656,jpg,9424,45856,http://api.brain-map.org/api/v2/svg/102182783?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
977,http://api.brain-map.org/api/v2/atlas_image_download/102182780?downsample=0&annotation=false&atlas=287730656,jpg,9552,42928,http://api.brain-map.org/api/v2/svg/102182780?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
1093,http://api.brain-map.org/api/v2/atlas_image_download/102182777?downsample=0&annotation=false&atlas=287730656,jpg,7552,9744,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
1107,http://api.brain-map.org/api/v2/atlas_image_download/102182774?downsample=0&annotation=false&atlas=287730656,jpg,6992,6816,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
1119,http://api.brain-map.org/api/v2/atlas_image_download/102182771?downsample=0&annotation=false&atlas=287730656,jpg,11008,10720,,svg,https://atlas.brain-map.org/atlas?atlas=287730656&plate=None&zoom=-5
