section_number, image_url, image_format, image_width, image_height, atlas_url, atlas_format, viewer_url
1083,http://api.brain-map.org/api/v2/atlas_image_download/102141436?downsample=0&annotation=false&atlas=138322603,jpg,20256,38944,http://api.brain-map.org/api/v2/svg/102141436?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1095,http://api.brain-map.org/api/v2/atlas_image_download/102141601?downsample=0&annotation=false&atlas=138322603,jpg,21952,40896,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1109,http://api.brain-map.org/api/v2/atlas_image_download/102141471?downsample=0&annotation=false&atlas=138322603,jpg,20320,38944,http://api.brain-map.org/api/v2/svg/102141471?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1121,http://api.brain-map.org/api/v2/atlas_image_download/102141462?downsample=0&annotation=false&atlas=138322603,jpg,22080,37984,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1135,http://api.brain-map.org/api/v2/atlas_image_download/102141445?downsample=0&annotation=false&atlas=138322603,jpg,20432,37008,http://api.brain-map.org/api/v2/svg/102141445?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1147,http://api.brain-map.org/api/v2/atlas_image_download/102141600?downsample=0&annotation=false&atlas=138322603,jpg,20304,39920,http://api.brain-map.org/api/v2/svg/102141600?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1161,http://api.brain-map.org/api/v2/atlas_image_download/102141470?downsample=0&annotation=false&atlas=138322603,jpg,14304,37088,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1173,http://api.brain-map.org/api/v2/atlas_image_download/102141461?downsample=0&annotation=false&atlas=138322603,jpg,20256,37008,http://api.brain-map.org/api/v2/svg/102141461?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1187,http://api.brain-map.org/api/v2/atlas_image_download/102141444?downsample=0&annotation=false&atlas=138322603,jpg,17472,36032,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1199,http://api.brain-map.org/api/v2/atlas_image_download/102141612?downsample=0&annotation=false&atlas=138322603,jpg,14816,33184,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1213,http://api.brain-map.org/api/v2/atlas_image_download/102141469?downsample=0&annotation=false&atlas=138322603,jpg,17920,35056,http://api.brain-map.org/api/v2/svg/102141469?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1225,http://api.brain-map.org/api/v2/atlas_image_download/102141459?downsample=0&annotation=false&atlas=138322603,jpg,15648,26288,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1239,http://api.brain-map.org/api/v2/atlas_image_download/102141443?downsample=0&annotation=false&atlas=138322603,jpg,14512,20448,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1251,http://api.brain-map.org/api/v2/atlas_image_download/102141611?downsample=0&annotation=false&atlas=138322603,jpg,19632,23360,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1265,http://api.brain-map.org/api/v2/atlas_image_download/102141468?downsample=0&annotation=false&atlas=138322603,jpg,16144,24336,http://api.brain-map.org/api/v2/svg/102141468?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1277,http://api.brain-map.org/api/v2/atlas_image_download/102141460?downsample=0&annotation=false&atlas=138322603,jpg,14624,23360,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1291,http://api.brain-map.org/api/v2/atlas_image_download/102141442?downsample=0&annotation=false&atlas=138322603,jpg,13312,18496,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1303,http://api.brain-map.org/api/v2/atlas_image_download/102141610?downsample=0&annotation=false&atlas=138322603,jpg,17792,23360,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1317,http://api.brain-map.org/api/v2/atlas_image_download/102141467?downsample=0&annotation=false&atlas=138322603,jpg,16656,20448,http://api.brain-map.org/api/v2/svg/102141467?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1329,http://api.brain-map.org/api/v2/atlas_image_download/102141453?downsample=0&annotation=false&atlas=138322603,jpg,16464,19472,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1343,http://api.brain-map.org/api/v2/atlas_image_download/102141441?downsample=0&annotation=false&atlas=138322603,jpg,11280,17520,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1355,http://api.brain-map.org/api/v2/atlas_image_download/102141609?downsample=0&annotation=false&atlas=138322603,jpg,13744,20448,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1369,http://api.brain-map.org/api/v2/atlas_image_download/102141466?downsample=0&annotation=false&atlas=138322603,jpg,14256,20448,http://api.brain-map.org/api/v2/svg/102141466?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1381,http://api.brain-map.org/api/v2/atlas_image_download/102141452?downsample=0&annotation=false&atlas=138322603,jpg,15392,21424,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1395,http://api.brain-map.org/api/v2/atlas_image_download/102141440?downsample=0&annotation=false&atlas=138322603,jpg,12928,18496,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1407,http://api.brain-map.org/api/v2/atlas_image_download/102141608?downsample=0&annotation=false&atlas=138322603,jpg,11856,15568,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1421,http://api.brain-map.org/api/v2/atlas_image_download/102141465?downsample=0&annotation=false&atlas=138322603,jpg,13312,18496,http://api.brain-map.org/api/v2/svg/102141465?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1433,http://api.brain-map.org/api/v2/atlas_image_download/102141451?downsample=0&annotation=false&atlas=138322603,jpg,13632,15568,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1447,http://api.brain-map.org/api/v2/atlas_image_download/102141439?downsample=0&annotation=false&atlas=138322603,jpg,8512,10704,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1459,http://api.brain-map.org/api/v2/atlas_image_download/102141607?downsample=0&annotation=false&atlas=138322603,jpg,11728,15568,http://api.brain-map.org/api/v2/svg/102141607?downsample=0&groups=31,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1473,http://api.brain-map.org/api/v2/atlas_image_download/102141464?downsample=0&annotation=false&atlas=138322603,jpg,11984,14608,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
1485,http://api.brain-map.org/api/v2/atlas_image_download/102141450?downsample=0&annotation=false&atlas=138322603,jpg,5984,7776,,svg,https://atlas.brain-map.org/atlas?atlas=138322603&plate=None&zoom=-5
