"Segment","Surface area [mm2]","Number of voxels [voxels]","Volume [mm3]","Volume [cm3]","Minimum","Maximum","Mean","Median","Standard Deviation"
"Olfactory L",541.636,1295,663.038,0.663038,1408,2297,1876.76,1879,153.31
"Olfactory R",521.094,1194,611.326,0.611326,1482,2279,1859.02,1861,159.582
"Frontal Sup Medial L",923.122,3322,1700.86,1.70086,1473,2779,1965.63,2009,226.345
"Frontal Sup Medial R",996.384,3561,1823.23,1.82323,1445,2455,1966.05,2009,224.07
"Frontal Med Orb L",203.682,299,153.087,0.153087,1417,2158,1888.11,1926,176.072
"Frontal Med Orb R",115.22,134,68.6077,0.0686077,1556,2057,1758.13,1759,128.366
"Rectus L",515.279,1138,582.654,0.582654,1436,2242,1859.21,1861,180.363
"Rectus R",619.347,1469,752.125,0.752125,1436,2177,1840.5,1833,177.197
"Insula L",893.421,1885,965.116,0.965116,1343,2251,1710.84,1694,178.693
"Insula R",858.934,1831,937.468,0.937468,1315,2251,1729.07,1722,182.893
"Cingulum Ant L",687.383,1869,956.924,0.956924,1575,2094,1860.68,1879,132.819
"Cingulum Ant R",742.85,2065,1057.28,1.05728,1556,2094,1845.71,1861,136.077
"Cingulum Mid L",806.155,2279,1166.84,1.16684,1380,2168,1890.34,1935,165.096
"Cingulum Mid R",852.261,2532,1296.38,1.29638,1389,2186,1874.02,1917,170.52
"Cingulum Post L",332.878,724,370.687,0.370687,1380,2131,1750.09,1722,135.027
"Cingulum Post R",390.014,869,444.926,0.444926,1501,2177,1761.46,1741,135.19
"Hippocampus L",636.98,1353,692.733,0.692733,1325,2094,1682.77,1676,150.981
"Hippocampus R",720.504,1556,796.669,0.796669,1362,2075,1672.94,1666,143.959
"ParaHippocampal L",830.242,2029,1038.84,1.03884,1334,2297,1738.09,1722,197.45
"ParaHippocampal R",761.938,1793,918.013,0.918013,1325,2390,1750.61,1731,188.16
"Amygdala L",198.863,390,199.679,0.199679,1630,1899,1762.53,1768,62.8644
"Amygdala R",203.347,409,209.407,0.209407,1612,1945,1782.22,1787,65.933
"Calcarine L",777.743,2319,1187.32,1.18732,1195,2474,1849,1917,255.633
"Calcarine R",738.857,2205,1128.96,1.12896,1260,2594,1789.59,1833,264.621
"Cuneus L",591.037,1217,623.102,0.623102,1139,2223,1638.88,1592,272.53
"Cuneus R",422.912,909,465.406,0.465406,1213,2297,1614.75,1564,248.422
"Lingual L",1262.94,5040,2580.47,2.58047,1121,2418,1800.57,1852,253.575
"Lingual R",1093.82,4187,2143.74,2.14374,1204,2474,1789.06,1842,249.048
"Occipital Sup L",507.686,1100,563.198,0.563198,1250,2362,1787.6,1824,271.501
"Occipital Sup R",606.694,1540,788.477,0.788477,1204,2390,1805.72,1879,271.087
"Occipital Mid L",1028.07,3135,1605.11,1.60511,1186,2575,1844.32,1954,278.616
"Occipital Mid R",1045.57,3623,1854.97,1.85497,1223,2566,1907.52,1991,245.096
"Occipital Inf L",642.232,1328,679.933,0.679933,1158,2381,1576.09,1527,246.586
"Occipital Inf R",923.956,2651,1357.31,1.35731,1213,2474,1717.29,1703,287.461
"Fusiform L",1306.39,4318,2210.81,2.21081,1204,2511,1864.12,1926,245.554
"Fusiform R",1173.67,3830,1960.95,1.96095,1260,2344,1866.68,1926,232.574
"Postcentral L",995.275,3462,1772.54,1.77254,1223,2427,1832.75,1842,284.441
"Postcentral R",1046.05,4002,2049.02,2.04902,1315,2520,1895.01,1917,276.647
"Parietal Sup L",763.551,2502,1281.02,1.28102,1223,2390,1896.2,2018,280.957
"Parietal Sup R",797.385,2466,1262.59,1.26259,1250,2418,1896.02,2018,298.241
"Parietal Inf L",571.346,1724,882.685,0.882685,1250,2455,1815.35,1898,269.201
"Parietal Inf R",605.879,1841,942.588,0.942588,1343,2418,1821.16,1824,271.881
"SupraMarginal L",472.595,1268,649.214,0.649214,1232,2548,1886.2,1991,270.764
"SupraMarginal R",476.131,1305,668.157,0.668157,1204,2511,1849.96,1917,285.802
"Angular L",643.603,1783,912.893,0.912893,1223,2622,1709.54,1685,284.093
"Angular R",513.644,1274,652.286,0.652286,1232,2418,1701.27,1676,269.418
"Precuneus L",1267.7,4482,2294.78,2.29478,1176,2427,1843.31,1926,281.779
"Precuneus R",1256.27,4678,2395.13,2.39513,1195,2418,1848.47,1935,273.495
"Paracentral Lobule L",377.987,957,489.982,0.489982,1352,2418,1820.31,1787,283.987
"Paracentral Lobule R",454.5,1164,595.966,0.595966,1389,2622,1835.2,1805,273.099
"Caudate L",742.031,1265,647.678,0.647678,1186,2251,1715.12,1731,195.578
"Caudate R",730.151,1258,644.094,0.644094,1176,2149,1742.89,1787,200.925
"Putamen L",733.896,2697,1380.86,1.38086,1649,2121,1877.83,1879,69.256
"Putamen R",703.534,2584,1323,1.323,1649,2158,1884.36,1889,75.1014
"Thalamus L",666.891,2287,1170.94,1.17094,1565,2251,1835.75,1833,84.4661
"Thalamus R",652.789,2201,1126.91,1.12691,1612,2270,1857.46,1852,86.1853
"Heschl L",296.423,595,304.639,0.304639,1269,2279,1651.39,1620,175.636
"Heschl R",257.705,531,271.871,0.271871,1241,2399,1716.24,1676,198.349
"Temporal Sup L",870.54,2638,1350.65,1.35065,1167,2631,1830.13,1926,303.724
"Temporal Sup R",989.244,3329,1704.44,1.70444,1176,2501,1854.33,1944,299.618
"Temporal Pole Sup L",396.055,847,433.662,0.433662,1186,2372,1674.04,1639,272.524
"Temporal Pole Sup R",378.554,783,400.894,0.400894,1223,2353,1699.46,1657,262.828
"Temporal Mid L",1085.07,3013,1542.65,1.54265,1139,2816,1690.69,1666,334.858
"Temporal Mid R",1122.69,3327,1703.42,1.70342,1158,2640,1739.54,1741,333.519
"Temporal Pole Mid L",228.254,445,227.839,0.227839,1278,2344,1837.22,1870,310.851
"Temporal Pole Mid R",210.685,426,218.111,0.218111,1315,2353,1844.71,1833,308.768
"Temporal Inf L",1237.28,4309,2206.2,2.2062,1186,2520,1823.71,1898,280.833
"Temporal Inf R",1034.49,3885,1989.11,1.98911,1260,2409,1829.68,1889,262.901
"CorpusCallosum",1328.62,2243,1148.41,1.14841,1417,2279,1727.05,1694,124.338
"Lateral Ventricle L",1855.01,4932,2525.17,2.52517,1797,3224,2605.26,2593,290.113
"Lateral Ventricle R",1801.42,4793,2454.01,2.45401,1732,3243,2597.81,2584,278.579
"Midbrain L",635.798,1826,934.908,0.934908,852,2131,1715.5,1731,166.702
"Midbrain R",669.492,1956,1001.47,1.00147,880,2325,1722.94,1731,179.176
"Pons L",310.111,745,381.439,0.381439,1482,2029,1735.99,1750,111.703
"Pons R",318.715,762,390.143,0.390143,1445,2205,1711.64,1722,127.909
"Medulla L",642.258,1424,729.085,0.729085,305,2177,1504.14,1537,246.783
"Medulla R",695.423,1674,857.085,0.857085,305,2205,1480.19,1518,260.757
"Cerebellum L",1042.44,3468,1775.61,1.77561,1575,2807,1965.56,1963,119.641
"Cerebellum R",1002.43,3413,1747.45,1.74745,1593,2557,1947.7,1944,115.562
"Vermis Ant L",202.64,383,196.095,0.196095,1454,2186,1914.13,1926,145.832
"Vermis Ant R",183.732,304,155.647,0.155647,1584,2177,1925.99,1926,115.295
"Vermis Post L",421.649,911,466.43,0.46643,1519,2066,1811.74,1824,101.462
"Vermis Post R",451.193,959,491.006,0.491006,1454,2112,1778.27,1796,117.799
"Vermis Cent L",176.499,262,134.143,0.134143,1769,2214,1990.49,1991,87.5929
"Vermis Cent R",222.051,388,198.655,0.198655,1742,2205,1967.06,1963,88.4558
"Subthalamic Nuc L",62.5977,81,41.4718,0.0414718,1686,1843,1759.38,1759,35.9081
"Subthalamic Nuc R",73.0607,96,49.1518,0.0491518,1667,1880,1765.78,1759,43.8311
"Hippocampal Comm",493.593,580,296.959,0.296959,1565,2890,2159.27,2157,267.089
"Fornix",536.521,836,428.03,0.42803,1334,2149,1695.61,1694,152.103
"White Matter L",6385.75,28551,14618.1,14.6181,1528,2399,1998.95,2018,114.513
"White Matter R",6105.89,28053,14363.1,14.3631,1528,2390,2023.6,2046,121.275
"Internal Capsule L",1051.71,1873,958.972,0.958972,1510,2242,1928.71,1935,96.797
"Internal Capsule R",1126.28,1921,983.548,0.983548,1473,2270,1938.78,1944,104.009
"CSF",43107.3,130752,66944.8,66.9448,194,3484,2604.53,2704,490.316
"misc",400.895,407,208.383,0.208383,1640,2205,1923.7,1935,144.646
