"Segment","Surface area [mm2]","Number of voxels [voxels]","Volume [mm3]","Volume [cm3]","Minimum","Maximum","Mean","Median","Standard Deviation"
"SupraMarginal L",232.77,473,242.175,0.242175,1205,2237,1875.28,1970,282.284
"SupraMarginal R",265.682,586,300.031,0.300031,1266,2268,1791.65,1807,303.557
"Angular L",394.156,856,438.27,0.43827,1287,2278,1689.12,1633,236.74
"Angular R",308.54,553,283.135,0.283135,1348,2104,1673.21,1664,145.735
"Precuneus L",773.073,2303,1179.13,1.17913,1195,2247,1708.54,1735,230.244
"Precuneus R",748.366,2306,1180.67,1.18067,1185,2360,1725.25,1766,234.735
"Paracentral Lobule L",127.044,207,105.984,0.105984,1215,2370,1675.18,1592,258.706
"Paracentral Lobule R",171.971,311,159.231,0.159231,1215,2166,1707.7,1664,235.459
"Caudate L",644.578,1187,607.742,0.607742,858,1971,1453.13,1470,198.21
"Caudate R",611.655,1158,592.894,0.592894,939,2012,1457.36,1470,224.582
"Putamen L",381.901,1081,553.47,0.55347,1552,2104,1774.87,1766,81.1659
"Putamen R",354.422,1053,539.134,0.539134,1552,1982,1778.14,1776,74.8406
"Thalamus L",423.488,1314,672.765,0.672765,1491,2257,1786.74,1776,141.387
"Thalamus R",437.491,1383,708.093,0.708093,1512,2196,1788.82,1786,117.67
"Heschl L",111.216,149,76.2877,0.0762877,1277,1869,1514.36,1500,134.89
"Heschl R",96.9365,137,70.1437,0.0701437,1358,2104,1623.91,1592,178.631
"Temporal Sup L",408.926,837,428.542,0.428542,1256,2227,1750.56,1786,253.291
"Temporal Sup R",504.069,1215,622.078,0.622078,1174,2268,1797,1807,294.135
"Temporal Pole Sup L",245.347,462,236.543,0.236543,1461,2247,1744.9,1725,162.409
"Temporal Pole Sup R",232.176,456,233.471,0.233471,1379,2227,1732.43,1705,184.564
"Temporal Mid L",666.552,1420,727.037,0.727037,1307,2595,1729.94,1695,225.404
"Temporal Mid R",655.335,1409,721.405,0.721405,1215,2360,1722.62,1684,224.794
"Temporal Pole Mid L",143.923,232,118.784,0.118784,1522,2452,1871.26,1878,220.887
"Temporal Pole Mid R",128.004,214,109.568,0.109568,1501,2339,1841.6,1838,198.326
"Temporal Inf L",733.97,2005,1026.56,1.02656,1338,2390,1768.29,1776,205.337
"Temporal Inf R",595.673,1594,816.125,0.816125,1338,2400,1779.46,1776,202.747
"CorpusCallosum",683.223,1086,556.03,0.55603,1297,2349,1581.42,1541,164.633
"Lateral Ventricle L",1194.34,3005,1538.55,1.53855,1573,3351,2455.13,2430,296.68
"Lateral Ventricle R",1152.23,2837,1452.54,1.45254,1593,3259,2445.73,2399,295.061
"Midbrain L",456.956,1114,570.366,0.570366,1062,2033,1594.47,1603,141.838
"Midbrain R",468.666,1171,599.55,0.59955,1021,2033,1599.75,1623,167.635
"Pons L",213.688,421,215.551,0.215551,1409,1961,1647.65,1623,106.885
"Pons R",205.656,409,209.407,0.209407,1399,1920,1618.96,1613,87.554
"Medulla L",378.068,781,399.87,0.39987,991,1971,1483.87,1490,175.402
"Medulla R",407.137,837,428.542,0.428542,1042,1992,1491.31,1500,150.575
"Cerebellum L",539.477,1098,562.174,0.562174,1471,2360,1827.61,1807,142.748
"Cerebellum R",537.882,1153,590.334,0.590334,1481,2309,1850.08,1838,125.658
"Vermis Ant L",106.652,161,82.4317,0.0824317,1542,2094,1809.08,1807,125.407
"Vermis Ant R",89.6265,108,55.2958,0.0552958,1563,2094,1813.42,1807,122.959
"Vermis Post L",252.553,451,230.911,0.230911,1532,1931,1696.84,1695,63.1339
"Vermis Post R",287.719,508,260.095,0.260095,1512,1920,1692.01,1695,70.7055
"Vermis Cent L",84.5163,80,40.9598,0.0409598,1614,1992,1783.47,1786,95.1368
"Vermis Cent R",146.343,180,92.1597,0.0921597,1614,2022,1816.69,1807,84.0218
"Subthalamic Nuc L",65.6875,83,42.4958,0.0424958,1563,1706,1643.72,1643,33.9585
"Subthalamic Nuc R",59.9986,67,34.3039,0.0343039,1593,1736,1676.04,1674,37.4394
"Hippocampal Comm",432.697,466,238.591,0.238591,1512,3116,2047.59,2042,261.2
"Fornix",301.559,434,222.207,0.222207,950,2002,1477.47,1490,194.673
"White Matter L",3765.42,14069,7203.3,7.2033,1348,2309,1854.61,1858,165.945
"White Matter R",3721.61,13804,7067.62,7.06762,1328,2278,1872.25,1878,164.171
"Internal Capsule L",554.604,648,331.775,0.331775,1389,2012,1735.74,1725,94.7732
"Internal Capsule R",535.887,646,330.751,0.330751,1399,2002,1748.96,1756,92.1791
"CSF",25036.9,69870,35773.3,35.7733,51,3484,2411.4,2502,597.859
"misc",516.343,538,275.455,0.275455,1501,2033,1752.61,1756,89.615
