"Segment","Surface area [mm2]","Number of voxels [voxels]","Volume [mm3]","Volume [cm3]","Minimum","Maximum","Mean","Median","Standard Deviation"
"Cingulum Mid L",1093.52,3449,1765.88,1.76588,1263,2279,1857.21,1900,172.27
"Cingulum Mid R",1165.61,3656,1871.86,1.87186,1334,2220,1841.42,1888,165.407
"Cingulum Post L",398.301,956,489.47,0.48947,1488,2220,1768.46,1735,145.689
"Cingulum Post R",409.991,964,493.566,0.493566,1464,2373,1754.94,1735,150.587
"Hippocampus L",761.83,1761,901.629,0.901629,1358,2220,1684.07,1676,148.139
"Hippocampus R",861.936,1982,1014.78,1.01478,1369,2314,1680.78,1676,150.247
"ParaHippocampal L",1032.62,2779,1422.84,1.42284,1240,2362,1728.38,1723,221.728
"ParaHippocampal R",945.983,2415,1236.48,1.23648,1251,2385,1732.93,1723,218.261
"Amygdala L",213.116,468,239.615,0.239615,1558,1925,1748.51,1746,69.6273
"Amygdala R",235.263,533,272.895,0.272895,1570,2161,1759,1758,76.7995
"Calcarine L",949.374,3369,1724.92,1.72492,1287,2503,1864.5,1900,244.786
"Calcarine R",932.817,3278,1678.33,1.67833,1240,2421,1839.39,1865,250.824
"Cuneus L",723.328,1649,844.285,0.844285,1263,2846,1697.74,1652,258.886
"Cuneus R",534.274,1237,633.342,0.633342,1192,2350,1691.78,1640,269.701
"Lingual L",1504.44,6769,3465.71,3.46571,1228,2468,1817.83,1853,250.287
"Lingual R",1405.51,5981,3062.26,3.06226,1228,2527,1843.5,1888,246.471
"Occipital Sup L",741.937,1960,1003.52,1.00352,1310,2291,1829.51,1912,231.814
"Occipital Sup R",738.076,2141,1096.19,1.09619,1322,2302,1863.21,1935,239.684
"Occipital Mid L",1189.63,4494,2300.92,2.30092,1228,2550,1868.62,1983,257.431
"Occipital Mid R",1188.79,4548,2328.57,2.32857,1322,2739,1938.8,2030,239.878
"Occipital Inf L",817.903,1975,1011.2,1.0112,1192,2539,1658.13,1628,275.609
"Occipital Inf R",1084.38,3401,1741.31,1.74131,1204,2574,1758.43,1758,298.959
"Fusiform L",1506.38,5639,2887.16,2.88716,1204,2456,1853.92,1912,247.966
"Fusiform R",1386.42,4919,2518.52,2.51852,1228,2621,1876.63,1947,249.156
"Postcentral L",1297.11,4955,2536.95,2.53695,1287,2432,1809.24,1794,236.977
"Postcentral R",1381.81,5791,2964.98,2.96498,1228,2645,1851.28,1853,259.201
"Parietal Sup L",946.002,3526,1805.31,1.80531,1310,2385,1900.08,1994,252.938
"Parietal Sup R",961.279,3548,1816.57,1.81657,1287,2373,1920.54,2018,262.421
"Parietal Inf L",716.808,2267,1160.7,1.1607,1287,2267,1823.52,1865,224.263
"Parietal Inf R",828.191,2812,1439.74,1.43974,1405,2598,1874.95,1912,235.198
"SupraMarginal L",640.447,1929,987.644,0.987644,1251,2468,1879.1,1947,249.159
"SupraMarginal R",696.245,2051,1050.11,1.05011,1240,2574,1856.1,1912,273.942
"Angular L",858.59,2924,1497.08,1.49708,1310,2350,1803.97,1841,246.003
"Angular R",681.831,2011,1029.63,1.02963,1275,2397,1780.76,1758,251.301
"Precuneus L",1527.49,6177,3162.61,3.16261,1251,2527,1854.9,1935,266.43
"Precuneus R",1468.56,6001,3072.5,3.0725,1263,2432,1864.04,1947,263.701
"Paracentral Lobule L",556.439,1684,862.205,0.862205,1322,2338,1784.3,1770,245.002
"Paracentral Lobule R",682.83,2231,1142.27,1.14227,1369,2362,1821.03,1805,244.175
"Caudate L",862.366,1772,907.261,0.907261,1275,2125,1745.57,1770,152.662
"Caudate R",831.241,1708,874.493,0.874493,1275,2208,1769.04,1794,158.702
"Putamen L",852.999,3391,1736.19,1.73619,1641,2114,1843.22,1841,69.7328
"Putamen R",886.847,3486,1784.83,1.78483,1617,2078,1842.34,1841,68.761
"Thalamus L",907.08,3556,1820.67,1.82067,1535,2043,1817.84,1817,74.3284
"Thalamus R",893.663,3517,1800.7,1.8007,1606,2066,1834.32,1841,75.6145
"Heschl L",438.618,1094,560.126,0.560126,1275,2314,1710.91,1652,193.197
"Heschl R",387.684,961,492.03,0.49203,1204,2314,1709.94,1664,186.284
"Temporal Sup L",1183.6,4139,2119.16,2.11916,1157,2527,1828.43,1900,279.21
"Temporal Sup R",1297.35,4892,2504.69,2.50469,1145,2350,1808.27,1876,277.795
"Temporal Pole Sup L",489.873,1179,603.646,0.603646,1169,2409,1703.6,1664,297.677
"Temporal Pole Sup R",464.419,1061,543.23,0.54323,1157,2362,1656.63,1628,291.737
"Temporal Mid L",1405.48,4690,2401.27,2.40127,1169,2881,1771,1817,323.213
"Temporal Mid R",1472.59,5196,2660.34,2.66034,1133,2669,1769.08,1841,323.566
"Temporal Pole Mid L",250.412,544,278.527,0.278527,1263,2385,1814.98,1817,345.27
"Temporal Pole Mid R",234.238,491,251.391,0.251391,1240,2338,1796.48,1805,345.612
"Temporal Inf L",1405.68,5211,2668.02,2.66802,1204,2527,1832.98,1912,294.114
"Temporal Inf R",1191.41,4504,2306.04,2.30604,1181,2491,1816.09,1888,293.535
"CorpusCallosum",1512.54,2637,1350.14,1.35014,1393,2928,1696.17,1664,130.04
"Lateral Ventricle L",2167.21,5963,3053.04,3.05304,1736,3389,2605.07,2597,311.701
"Lateral Ventricle R",2066.23,5613,2873.85,2.87385,1747,3283,2612.21,2609,287.952
"Midbrain L",746.876,2335,1195.52,1.19552,885,2302,1701.61,1711,173.263
"Midbrain R",748.117,2324,1189.88,1.18988,826,2503,1705.27,1711,179.581
"Pons L",375.602,994,508.926,0.508926,1429,2149,1711.15,1723,128.446
"Pons R",376.153,961,492.03,0.49203,1381,2043,1674.5,1676,137.255
"Medulla L",751.055,1920,983.036,0.983036,330,2232,1529.82,1546,243.812
"Medulla R",792.7,2069,1059.32,1.05932,377,2161,1485.25,1498,249.771
"Cerebellum L",1377.2,5386,2757.62,2.75762,1665,2503,1949.09,1947,111.261
"Cerebellum R",1342.39,5309,2718.2,2.7182,1653,2657,1947.99,1935,111.774
"Vermis Ant L",243.925,499,255.487,0.255487,1393,2173,1886.4,1912,155.91
"Vermis Ant R",234.373,441,225.791,0.225791,1417,2326,1915.77,1912,130.894
"Vermis Post L",508.83,1251,640.51,0.64051,1405,2173,1796.48,1817,112.38
"Vermis Post R",551.433,1336,684.029,0.684029,1358,2279,1780.05,1794,131.852
"Vermis Cent L",192.894,312,159.743,0.159743,1724,2220,1971.1,1971,90.7401
"Vermis Cent R",248.624,467,239.103,0.239103,1724,2373,1970.17,1971,97.2409
"Subthalamic Nuc L",74.7227,106,54.2718,0.0542718,1653,1830,1727.39,1735,43.1384
"Subthalamic Nuc R",85.0974,119,60.9278,0.0609278,1653,1854,1740.39,1735,45.8592
"Hippocampal Comm",713.07,932,477.182,0.477182,1488,3259,2238.12,2219,297.236
"Fornix",527.759,892,456.702,0.456702,1405,2102,1692.31,1676,136.339
"White Matter L",7274.58,31667,16213.4,16.2134,1499,2645,2014.62,2018,123.126
"White Matter R",7326.41,30746,15741.9,15.7419,1570,2491,2031.09,2042,123.031
"Internal Capsule L",1309.15,2002,1025.02,1.02502,1535,2173,1910,1912,96.3216
"Internal Capsule R",1294.73,2112,1081.34,1.08134,1582,2184,1919.99,1924,97.49
"CSF",53542.9,172620,88381.1,88.3811,94,3484,2583.3,2703,527.181
"misc",298.989,347,177.663,0.177663,1653,2173,1885.93,1888,82.449
